id;title;price;image
128;Computador Pc Intel Core i7 4GB SSD 128GB Hdmi Teclado e Mouse Cpu Desktop;R$ 1.450,00;https://m.media-amazon.com/images/I/51DR+PlgiKL._AC_UL320_.jpg
129;COMPUTADOR HOME H200 - ATHLON DUAL CORE 200GE 3.2GHZ 4GB DDR4 SSD 120GB HDMI/VGA FONTE 300W - SKUL;R$ 2.079,70;https://m.media-amazon.com/images/I/611HGSkjccL._AC_UL320_.jpg
130;Computador Pc Completo Intel i5 3°Geração 8GB SSD 240GB Wi-fi;R$ 2.050,00;https://m.media-amazon.com/images/I/51Dqve9EAnL._AC_UL320_.jpg
131;Computador Fácil Intel Core I3 DDR3 2.93Ghz 4GB HD 500GB;R$ 1.141,50;https://m.media-amazon.com/images/I/414St455HVL._AC_UL320_.jpg
132;Easypc Computador Completo Intel Core i5 8GB HD 500GB Monitor LED 19.5" HDMI Go, Preto;Null;https://m.media-amazon.com/images/I/81yPNW9YrXS._AC_UL320_.jpg
133;PC Gamer ITX Arena Setup Powered By Asus, I5 10400F, Asus GTX 1650 4GB, 16GB, SSD 480GB, 3 Anos Garantia;R$ 4.999,00;https://m.media-amazon.com/images/I/61-FZjjt7bL._AC_UL320_.jpg
134;Computador Desktop Business Intel Core i5 3.4Ghz/ 8Gb DDR3/ SSD 480GB;R$ 2.000,90;https://m.media-amazon.com/images/I/31Yy3Q9Z9GL._AC_UL320_.jpg
135;COMPUTADOR CORPORATE I5 4GB 120GB SSD MONITOR 15;R$ 1.305,47;https://m.media-amazon.com/images/I/51qYlJ474EL._AC_UL320_.jpg
136;COMPUTADOR BUSINESS B500 - I5 9400F 2.9GHZ MEM 8GB DDR4 SSD 120GB HD 1TB GT 730 4GB FONTE 500W;R$ 4.109,74;https://m.media-amazon.com/images/I/51GxawzPwCL._AC_UL320_.jpg
137;COMPUTADOR GAMER 5000 - I5-3470 3.2GHZ 3ª GER. MEM. 8GB DDR3 HD 1TB GT 1030 2GB FONTE 500W - SKUL;R$ 3.639,74;https://m.media-amazon.com/images/I/61JN3gS9JFL._AC_UL320_.jpg
138;Mochila para laptop com alça de liga e alça de negócios, bolsa de nylon para computador com porta de carregamento USB;R$ 185,82;https://m.media-amazon.com/images/I/61ygiFTkTwL._AC_UL320_.jpg
139;Mochila para laptop com alça de liga e alça de negócios, bolsa de nylon para computador com porta de carregamento USB;R$ 180,66;https://m.media-amazon.com/images/I/61cB79ONTYL._AC_UL320_.jpg
140;Mochila para laptop com alça de liga de negócios, bolsa de nylon para computador com porta de carregamento USB;R$ 185,82;https://m.media-amazon.com/images/I/61yXN5CL8rL._AC_UL320_.jpg
141;usfuzhongfu Monitor de computador, monitor portátil para laptop 11,6" Full HD IPS Display, monitor de tela de monitor Extender compatível com USB-C monitor de tela de computador para laptop;R$ 665,00;https://m.media-amazon.com/images/I/61r-Tb0RvHL._AC_UL320_.jpg
142;Cpu Computador Pc Intel Core I5 / Ssd 480gb, 8gb Memória Ram OFERTA;R$ 2.050,00;https://m.media-amazon.com/images/I/31Dx3qbeXQL._AC_UL320_.jpg
143;Strong Tech Computador Completo Intel Core i5 8GB HD 1TB Monitor 19" HDMI Teclado e Mouse, Preto;R$ 1.850,00;https://m.media-amazon.com/images/I/71O8fkER6lL._AC_UL320_.jpg
144;Computador Intel Core i3 8gb Ssd 240GB;R$ 1.108,33;https://m.media-amazon.com/images/I/41I4wHvOCYL._AC_UL320_.jpg
145;Computador desktop, 3 portas USB 3.0 Mini computador 64 GB SSD 4 GB RAM 1920x1080 Ventilador de refrigeração para escritório doméstico para Windows11;R$ 988,71;https://m.media-amazon.com/images/I/51VEa2Z6qsL._AC_UL320_.jpg
146;GOWENIC Mini PC para Windows 10 Home, 8GB LPDDR4 128GB M.2 2242 SSD Mini Computador para Celeron J4125, Ultra HD 4K, 2.4G/5.8G WiFi, BT 4.2, 2 USB3.0, HDMI, USB C, Mini PC Compacto para Jogos (EUA);R$ 1.082,37;https://m.media-amazon.com/images/I/614MiWBZjwL._AC_UL320_.jpg
147;Computador CPU i5 1ªG, 8GB DDR3, SSD 120GB ~ Promoção;R$ 1.575,00;https://m.media-amazon.com/images/I/51agnqVWzYL._AC_UL320_.jpg
148;Computador CPU i5 3ªG, 8GB DDR3, SSD 120GB ~ Promoção;R$ 1.725,00;https://m.media-amazon.com/images/I/41oGvNvLqAL._AC_UL320_.jpg
149;Computador Desktop Jab Computadores Intel Core I5 2400 3.1 GhZ, Memoria RAM DDR3 de 8GB + SSD 240 Gb + Teclado + Mouse;R$ 1.549,00;https://m.media-amazon.com/images/I/51hd5nENanL._AC_UL320_.jpg
150;Computador CPU i5 2ªG, 4GB DDR3, SSD 480GB ~ Promoção;R$ 1.785,00;https://m.media-amazon.com/images/I/51yclN6fOkL._AC_UL320_.jpg
151;Computador Pc Intel Core i5 4GB HD 2TB Hdmi Cpu Desktop;R$ 1.399,67;https://m.media-amazon.com/images/I/61rQVZclvTL._AC_UL320_.jpg
152;Beelink Mini PC T4 Pro, Mini computador Celeron N3350 até 2,4 GHz, Mini computador desktop 4 GB DDR + 64 GB, PC pequeno suporta HDMI duplo, 4 USB 3.0, 2.4G + 5.8G WiFi, BT4.0;R$ 1.199,99;https://m.media-amazon.com/images/I/61DxiuVKN+L._AC_UL320_.jpg
153;COMPUTADOR GAMER 3000 - I3 10100F 3.6GHZ 10ª GER. MEM. 8GB DDR4 SSD 240GB RX550 4GB FONTE 500W - SKUL;R$ 3.544,83;https://m.media-amazon.com/images/I/71oSgI5FSRL._AC_UL320_.jpg
154;COMPUTADOR HOME H200 - PENTIUM DUAL CORE G5400 3.7GHZ MEM 8GB DDR4 SSD 240GB HDMI/VGA FONTE 200W - SKUL;R$ 2.124,81;https://m.media-amazon.com/images/I/71ifAbucQtL._AC_UL320_.jpg
155;COMPUTADOR NITRO INTEL I7 7700 3.6GHZ 7ª GER MEM. 4GB DDR4 HD 1TB DVD-RW HDMI/VGA FONTE 350W LINUX - MVNII7H1101T4G - MOVVA;R$ 4.895,11;https://m.media-amazon.com/images/I/51f2SqqoAmL._AC_UL320_.jpg
156;Computador CPU i7, 8GB DDR3, SSD 240GB ~ Promoção ~;R$ 2.115,00;https://m.media-amazon.com/images/I/513I3br3ZVL._AC_UL320_.jpg
157;Computador Intel Core i5 8GB SSD 480GB Hdmi Desktop Pc;R$ 1.333,64;https://m.media-amazon.com/images/I/61f5xKxeEaL._AC_UL320_.jpg
